Year of User Created On	Campaign	Year of User Created On	Device Type	Attribution Created On	Created On	Date	Device Created On	Device Id	Item Id	Name	Operating System	Sale Id	User Created On	Weekday (group)	Amount	Max Of Weekday	Min of Weekday	Number of Records	Weekday
2015	D8IC8B	2015	iOS	20-12-15 8:35	04-04-16 5:13	04-Apr-16	20-12-15 8:35	1586	38	klllewv	iOS 8	4374	20-12-15 9:53	Sunday	1468.887299	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	31-10-16 18:26	31-Oct-16	20-12-15 8:35	1586	45	klllewv	iOS 8	9536	20-12-15 9:53	Sunday	1496.14985	0	0	1	0
2015	D8IC8B	2015	iOS	26-03-15 9:25	14-12-15 15:22	14-Dec-15	26-03-15 9:25	177	110	jdayvwr	iOS 8	2732	26-03-15 10:10	Sunday	680.4662015	0	0	1	0
2015	D8IC8B	2015	iOS	26-03-15 9:25	14-12-15 15:22	14-Dec-15	26-03-15 9:25	177	113	jdayvwr	iOS 8	2732	26-03-15 10:10	Sunday	680.4662015	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	16-01-17 6:03	16-Jan-17	20-12-15 8:35	1586	121	klllewv	iOS 8	12324	20-12-15 9:53	Sunday	1509.156241	0	0	1	0
2015	D8IC8B	2015	iOS	26-03-15 9:25	14-12-15 15:22	14-Dec-15	26-03-15 9:25	177	127	jdayvwr	iOS 8	2732	26-03-15 10:10	Sunday	680.4662015	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	30-01-17 14:59	30-Jan-17	20-12-15 8:35	1586	127	klllewv	iOS 8	12878	20-12-15 9:53	Sunday	1409.587874	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	16-01-17 6:03	16-Jan-17	20-12-15 8:35	1586	128	klllewv	iOS 8	12324	20-12-15 9:53	Sunday	1509.156241	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	16-01-17 6:03	16-Jan-17	20-12-15 8:35	1586	130	klllewv	iOS 8	12324	20-12-15 9:53	Sunday	1509.156241	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	16-01-17 6:03	16-Jan-17	20-12-15 8:35	1586	135	klllewv	iOS 8	12324	20-12-15 9:53	Sunday	1509.156241	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	16-01-17 6:03	16-Jan-17	20-12-15 8:35	1586	136	klllewv	iOS 8	12324	20-12-15 9:53	Sunday	1509.156241	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	16-01-17 6:03	16-Jan-17	20-12-15 8:35	1586	155	klllewv	iOS 8	12324	20-12-15 9:53	Sunday	1509.156241	0	0	1	0
2015	D8IC8B	2015	iOS	20-12-15 8:35	30-01-17 14:59	30-Jan-17	20-12-15 8:35	1586	162	klllewv	iOS 8	12878	20-12-15 9:53	Sunday	1409.587874	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	03-08-15 4:41	03-Aug-15	29-04-14 16:26	290	4	mfzipkb	iOS 8	1560	29-04-14 18:38	Sunday	653.9451093	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	03-08-15 4:41	03-Aug-15	29-04-14 16:26	290	30	mfzipkb	iOS 8	1560	29-04-14 18:38	Sunday	653.9451093	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	07-03-16 9:28	07-Mar-16	29-04-14 16:26	290	35	mfzipkb	iOS 8	3911	29-04-14 18:38	Sunday	684.0552033	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	11-05-15 21:28	11-May-15	29-04-14 16:26	290	48	mfzipkb	iOS 8	1006	29-04-14 18:38	Sunday	671.1087681	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	11-05-15 21:28	11-May-15	29-04-14 16:26	290	51	mfzipkb	iOS 8	1006	29-04-14 18:38	Sunday	671.1087681	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	25-04-16 22:43	25-Apr-16	29-04-14 16:26	290	62	mfzipkb	iOS 8	4750	29-04-14 18:38	Sunday	780.5538858	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	25-04-16 22:43	25-Apr-16	29-04-14 16:26	290	88	mfzipkb	iOS 8	4750	29-04-14 18:38	Sunday	780.5538858	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	26-12-16 12:21	26-Dec-16	29-04-14 16:26	290	88	mfzipkb	iOS 8	11487	29-04-14 18:38	Sunday	639.627296	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	26-12-16 12:21	26-Dec-16	29-04-14 16:26	290	99	mfzipkb	iOS 8	11487	29-04-14 18:38	Sunday	639.627296	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	26-12-16 12:21	26-Dec-16	29-04-14 16:26	290	104	mfzipkb	iOS 8	11487	29-04-14 18:38	Sunday	639.627296	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	30-03-15 0:37	30-Mar-15	29-04-14 16:26	290	113	mfzipkb	iOS 8	797	29-04-14 18:38	Sunday	579.6717095	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	11-05-15 21:28	11-May-15	29-04-14 16:26	290	132	mfzipkb	iOS 8	1006	29-04-14 18:38	Sunday	671.1087681	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	30-01-17 12:16	30-Jan-17	29-04-14 16:26	290	163	mfzipkb	iOS 8	12868	29-04-14 18:38	Sunday	659.5773913	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	30-01-17 12:16	30-Jan-17	29-04-14 16:26	290	170	mfzipkb	iOS 8	12868	29-04-14 18:38	Sunday	659.5773913	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	30-03-15 0:37	30-Mar-15	29-04-14 16:26	290	178	mfzipkb	iOS 8	797	29-04-14 18:38	Sunday	579.6717095	0	0	1	0
2014	FE91LN	2014	iOS	29-04-16 22:52	30-01-17 12:16	30-Jan-17	29-04-14 16:26	290	178	mfzipkb	iOS 8	12868	29-04-14 18:38	Sunday	659.5773913	0	0	1	0
2016	GCP82I	2016	iOS	06-11-16 6:39	07-11-16 15:34	07-Nov-16	06-11-16 6:39	13	169	yauvuqc	iOS 8	9722	18-08-16 4:55	Sunday	824.4292355	0	0	1	0
2016	GCP82I	2016	iOS	06-11-16 6:39	07-11-16 15:34	07-Nov-16	06-11-16 6:39	13	169	gciigjv	iOS 8	9722	06-11-16 7:15	Sunday	824.4292355	0	0	1	0
2016	GCP82I	2016	iOS	06-11-16 6:39	07-11-16 15:34	07-Nov-16	06-11-16 6:39	13	169	gulftnv	iOS 8	9722	16-12-16 12:26	Sunday	824.4292355	0	0	1	0
2016	QY02HA	2016	iOS	20-12-16 6:45	09-01-17 17:36	09-Jan-17	20-12-16 6:45	4957	13	qctrnno	iOS 8	12075	20-12-16 6:48	Sunday	701.6640458	0	0	1	0
2016	QY02HA	2016	iOS	20-12-16 6:45	22-02-16 18:17	22-Feb-16	20-12-16 6:45	4957	84	qctrnno	iOS 8	3713	20-12-16 6:48	Sunday	698.4992175	0	0	1	0
2016	QY02HA	2016	iOS	20-12-16 6:45	13-06-16 3:20	13-Jun-16	20-12-16 6:45	4957	94	qctrnno	iOS 8	5774	20-12-16 6:48	Sunday	688.373661	0	0	1	0
2016	QY02HA	2016	iOS	20-12-16 6:45	13-06-16 3:20	13-Jun-16	20-12-16 6:45	4957	108	qctrnno	iOS 8	5774	20-12-16 6:48	Sunday	688.373661	0	0	1	0
2016	QY02HA	2016	iOS	20-12-16 6:45	26-12-16 4:56	26-Dec-16	20-12-16 6:45	4957	111	qctrnno	iOS 8	11522	20-12-16 6:48	Sunday	647.0693141	0	0	1	0
2016	QY02HA	2016	iOS	20-12-16 6:45	26-12-16 4:56	26-Dec-16	20-12-16 6:45	4957	145	qctrnno	iOS 8	11522	20-12-16 6:48	Sunday	647.0693141	0	0	1	0
2016	QY02HA	2016	iOS	20-12-16 6:45	26-12-16 4:56	26-Dec-16	20-12-16 6:45	4957	171	qctrnno	iOS 8	11522	20-12-16 6:48	Sunday	647.0693141	0	0	1	0
2016	T6E9B9	2016	iOS	10-10-16 16:47	26-12-16 21:47	26-Dec-16	14-12-16 0:37	731	50	phfajzr	iOS 8	11490	14-12-16 5:14	Sunday	1634.435284	0	0	1	0
2016	T6E9B9	2016	iOS	10-10-16 16:47	26-12-16 21:47	26-Dec-16	14-12-16 0:37	731	54	phfajzr	iOS 8	11490	14-12-16 5:14	Sunday	1634.435284	0	0	1	0
2016	T6E9B9	2016	iOS	10-10-16 16:47	26-12-16 21:47	26-Dec-16	14-12-16 0:37	731	59	phfajzr	iOS 8	11490	14-12-16 5:14	Sunday	1634.435284	0	0	1	0
2016	T6E9B9	2016	iOS	10-10-16 16:47	26-12-16 21:47	26-Dec-16	14-12-16 0:37	731	61	phfajzr	iOS 8	11490	14-12-16 5:14	Sunday	1634.435284	0	0	1	0
2016	T6E9B9	2016	iOS	10-10-16 16:47	26-12-16 21:47	26-Dec-16	14-12-16 0:37	731	71	phfajzr	iOS 8	11490	14-12-16 5:14	Sunday	1634.435284	0	0	1	0
2016	T6E9B9	2016	iOS	10-10-16 16:47	26-12-16 21:47	26-Dec-16	14-12-16 0:37	731	74	phfajzr	iOS 8	11490	14-12-16 5:14	Sunday	1634.435284	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	22-12-14 8:55	22-Dec-14	30-05-14 5:57	1962	9	kxkhimm	iOS 8	464	30-05-14 7:28	Sunday	302.4724544	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	22-12-14 8:55	22-Dec-14	30-05-14 5:57	1962	9	fnqruxf	iOS 8	464	29-11-14 10:39	Sunday	302.4724544	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	22-12-14 8:55	22-Dec-14	30-05-14 5:57	1962	12	kxkhimm	iOS 8	464	30-05-14 7:28	Sunday	302.4724544	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	22-12-14 8:55	22-Dec-14	30-05-14 5:57	1962	12	fnqruxf	iOS 8	464	29-11-14 10:39	Sunday	302.4724544	0	0	1	0
2015	ZDNTT7	2015	iOS	25-04-16 7:51	29-02-16 15:32	29-Feb-16	05-03-15 9:21	4206	19	zhybqtz	iOS 8	3810	05-03-15 16:42	Sunday	1614.86011	0	0	1	0
2015	ZDNTT7	2015	iOS	25-04-16 7:51	26-10-15 3:04	26-Oct-15	05-03-15 9:21	4206	33	lbehcyv	iOS 8	2233	23-08-15 13:39	Sunday	264.4149521	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	24-10-16 9:47	24-Oct-16	30-05-14 5:57	1962	43	kxkhimm	iOS 8	9289	30-05-14 7:28	Sunday	322.9636222	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	24-10-16 9:47	24-Oct-16	30-05-14 5:57	1962	43	fnqruxf	iOS 8	9289	29-11-14 10:39	Sunday	322.9636222	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	24-10-16 9:47	24-Oct-16	30-05-14 5:57	1962	44	kxkhimm	iOS 8	9289	30-05-14 7:28	Sunday	322.9636222	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	24-10-16 9:47	24-Oct-16	30-05-14 5:57	1962	44	fnqruxf	iOS 8	9289	29-11-14 10:39	Sunday	322.9636222	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	24-10-16 9:47	24-Oct-16	30-05-14 5:57	1962	54	kxkhimm	iOS 8	9289	30-05-14 7:28	Sunday	322.9636222	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	24-10-16 9:47	24-Oct-16	30-05-14 5:57	1962	54	fnqruxf	iOS 8	9289	29-11-14 10:39	Sunday	322.9636222	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	54	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	54	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2015	ZDNTT7	2015	iOS	25-04-16 7:51	29-02-16 15:32	29-Feb-16	05-03-15 9:21	4206	59	zhybqtz	iOS 8	3810	05-03-15 16:42	Sunday	1614.86011	0	0	1	0
2015	ZDNTT7	2015	iOS	25-04-16 7:51	14-03-16 10:42	14-Mar-16	05-03-15 9:21	4206	65	lbehcyv	iOS 8	4019	23-08-15 13:39	Sunday	214.1345191	0	0	1	0
2015	ZDNTT7	2015	iOS	25-04-16 7:51	14-03-16 10:42	14-Mar-16	05-03-15 9:21	4206	66	lbehcyv	iOS 8	4019	23-08-15 13:39	Sunday	214.1345191	0	0	1	0
2015	ZDNTT7	2015	iOS	25-04-16 7:51	29-02-16 15:32	29-Feb-16	05-03-15 9:21	4206	75	zhybqtz	iOS 8	3810	05-03-15 16:42	Sunday	1614.86011	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	76	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	76	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	16-05-16 12:07	16-May-16	30-05-14 5:57	1962	85	kxkhimm	iOS 8	5143	30-05-14 7:28	Sunday	1490.648327	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	16-05-16 12:07	16-May-16	30-05-14 5:57	1962	85	fnqruxf	iOS 8	5143	29-11-14 10:39	Sunday	1490.648327	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	88	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	88	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	108	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	108	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	108	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	108	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	109	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	109	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	114	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	114	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	116	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	116	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	120	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	120	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	122	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	122	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	127	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	127	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	16-05-16 12:07	16-May-16	30-05-14 5:57	1962	128	kxkhimm	iOS 8	5143	30-05-14 7:28	Sunday	1490.648327	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	16-05-16 12:07	16-May-16	30-05-14 5:57	1962	128	fnqruxf	iOS 8	5143	29-11-14 10:39	Sunday	1490.648327	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	145	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	145	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	152	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	152	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	153	kxkhimm	iOS 8	11238	30-05-14 7:28	Sunday	1489.286677	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	19-12-16 8:24	19-Dec-16	30-05-14 5:57	1962	153	fnqruxf	iOS 8	11238	29-11-14 10:39	Sunday	1489.286677	0	0	1	0
2015	ZDNTT7	2015	iOS	27-05-15 19:41	11-04-16 15:00	11-Apr-16	28-09-15 23:02	1111	160	cpyitcz	iOS 8	4511	29-09-15 7:24	Sunday	574.7470449	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	02-02-15 12:06	02-Feb-15	30-05-14 5:57	1962	163	kxkhimm	iOS 8	601	30-05-14 7:28	Sunday	358.3241161	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	02-02-15 12:06	02-Feb-15	30-05-14 5:57	1962	163	fnqruxf	iOS 8	601	29-11-14 10:39	Sunday	358.3241161	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	13-02-17 16:36	13-Feb-17	30-05-14 5:57	1962	170	kxkhimm	iOS 8	13471	30-05-14 7:28	Sunday	1435.098794	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	13-02-17 16:36	13-Feb-17	30-05-14 5:57	1962	170	fnqruxf	iOS 8	13471	29-11-14 10:39	Sunday	1435.098794	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	179	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	179	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	181	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	181	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	02-02-15 12:06	02-Feb-15	30-05-14 5:57	1962	183	kxkhimm	iOS 8	601	30-05-14 7:28	Sunday	358.3241161	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	02-02-15 12:06	02-Feb-15	30-05-14 5:57	1962	183	fnqruxf	iOS 8	601	29-11-14 10:39	Sunday	358.3241161	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	188	kxkhimm	iOS 8	136	30-05-14 7:28	Sunday	1492.148849	0	0	1	0
2014	ZDNTT7	2014	iOS	30-05-14 5:57	07-07-14 19:05	07-Jul-14	30-05-14 5:57	1962	188	fnqruxf	iOS 8	136	29-11-14 10:39	Sunday	1492.148849	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	1	lufpjpn	iOS 9	13786	22-02-16 14:05	Sunday	175.5719861	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	1	rezncfo	iOS 9	13786	13-06-16 5:32	Sunday	175.5719861	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	4	lufpjpn	iOS 9	13786	22-02-16 14:05	Sunday	175.5719861	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	4	rezncfo	iOS 9	13786	13-06-16 5:32	Sunday	175.5719861	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	21	lufpjpn	iOS 9	13786	22-02-16 14:05	Sunday	175.5719861	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	21	rezncfo	iOS 9	13786	13-06-16 5:32	Sunday	175.5719861	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	19-12-16 17:17	19-Dec-16	22-02-16 11:02	1776	156	lufpjpn	iOS 9	11237	22-02-16 14:05	Sunday	246.5973946	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	19-12-16 17:17	19-Dec-16	22-02-16 11:02	1776	156	rezncfo	iOS 9	11237	13-06-16 5:32	Sunday	246.5973946	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	05-09-16 6:31	05-Sep-16	22-02-16 11:02	1776	162	lufpjpn	iOS 9	7850	22-02-16 14:05	Sunday	97.8231986	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	05-09-16 6:31	05-Sep-16	22-02-16 11:02	1776	162	rezncfo	iOS 9	7850	13-06-16 5:32	Sunday	97.8231986	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	11-07-16 6:39	11-Jul-16	22-02-16 11:02	1776	171	lufpjpn	iOS 9	6446	22-02-16 14:05	Sunday	222.9098151	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	11-07-16 6:39	11-Jul-16	22-02-16 11:02	1776	171	rezncfo	iOS 9	6446	13-06-16 5:32	Sunday	222.9098151	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	19-12-16 17:17	19-Dec-16	22-02-16 11:02	1776	179	lufpjpn	iOS 9	11237	22-02-16 14:05	Sunday	246.5973946	0	0	1	0
2016	6R883F	2016	iOS	04-03-16 18:00	19-12-16 17:17	19-Dec-16	22-02-16 11:02	1776	179	rezncfo	iOS 9	11237	13-06-16 5:32	Sunday	246.5973946	0	0	1	0
2014	FE91LN	2014	iOS	14-10-14 9:59	24-11-14 0:29	24-Nov-14	14-10-14 9:59	1327	69	wwenpnt	iOS 9	384	14-10-14 22:55	Sunday	640.2601205	0	0	1	0
2014	FE91LN	2014	iOS	14-10-14 9:59	24-11-14 0:29	24-Nov-14	14-10-14 9:59	1327	96	wwenpnt	iOS 9	384	14-10-14 22:55	Sunday	640.2601205	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	1	lufpjpn	iOS 9	13786	22-02-16 14:05	Sunday	175.5719861	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	1	rezncfo	iOS 9	13786	13-06-16 5:32	Sunday	175.5719861	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	4	lufpjpn	iOS 9	13786	22-02-16 14:05	Sunday	175.5719861	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	4	rezncfo	iOS 9	13786	13-06-16 5:32	Sunday	175.5719861	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	21	lufpjpn	iOS 9	13786	22-02-16 14:05	Sunday	175.5719861	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	20-02-17 6:26	20-Feb-17	22-02-16 11:02	1776	21	rezncfo	iOS 9	13786	13-06-16 5:32	Sunday	175.5719861	0	0	1	0
2016	HLWXVF	2016	iOS	18-01-16 21:13	01-02-16 7:35	01-Feb-16	18-01-16 21:14	3071	42	phiaaoc	iOS 9	3365	19-01-16 13:48	Sunday	456.5259598	0	0	1	0
2016	HLWXVF	2016	iOS	18-01-16 21:13	01-02-16 7:35	01-Feb-16	18-01-16 21:14	3071	45	phiaaoc	iOS 9	3365	19-01-16 13:48	Sunday	456.5259598	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	19-12-16 17:17	19-Dec-16	22-02-16 11:02	1776	156	lufpjpn	iOS 9	11237	22-02-16 14:05	Sunday	246.5973946	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	19-12-16 17:17	19-Dec-16	22-02-16 11:02	1776	156	rezncfo	iOS 9	11237	13-06-16 5:32	Sunday	246.5973946	0	0	1	0
2016	HLWXVF	2016	iOS	23-10-16 0:30	05-09-16 6:31	05-Sep-16	22-02-16 11:02	1776	162	lufpjpn	iOS 9	7850	22-02-16 14:05	Sunday	97.8231986	0	0	1	0
